category,idiom,variant_id,prefix,expected_literal,expected_figurative,alpha_factor,sample_i,continuation,label
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-4.78,1," rope. She has been free of her ex for 4 years. She is now in a healthy, loving relationship with a man who cherishes her. She has been in therapy and learned how to love herself. She is an amazing person with a",INCOHERENT
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-4.78,2, line and leave. Her ex-husband has been in and out of her life ever since. But one day she got a call that she had been expecting and dreaded. The voice on the other end of the line was the voice of her ex-h,FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-4.78,3," cord with her manipulator. She has been alone for two years, and has been living in a shelter. She has a job and is working hard to make ends meet. She has been in a relationship for a year, but has not been intimate",LITERAL
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-4.78,4," rope and escape the clutches of her abuser. Her abuser, however, was a family member and she had no idea what to do or how to get help. She didn’t know where to turn and was left with the guilt of leaving",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-3.59,0," cord with her abuser. But now she finds herself falling for another man who has a dark side. He's not abusive, but he is manipulative. He is controlling and he is emotionally distant. She wants to run, but she is scared",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-3.59,1," line to her ex. She was finally free and had the opportunity to create her own life. She was no longer going to be a victim. She had the courage to take her life back.
She was happy and finally had a chance to make a",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-3.59,2," she was attached to. She began to see things clearly for the first time. The truth was finally revealed to her. She was no longer the same person. She was stronger, wiser, and more independent. The first step was to cut the",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-3.59,3," rope that was tying her to her mother. But, she still felt like she had to be a part of her life. She wanted her mother to have a happy life, so she agreed to come back to the house.
For the first few days",LITERAL
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-3.59,4," that held her captive. But that’s just the beginning.
A few days ago, I was sitting on the couch, and I was reading a book. I was reading about the things that I was going through in my life, and I was reading",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-2.39,0," of the relationship. However, she was left with an overwhelming sense of emptiness. Her self-worth plummeted to new lows and she began to question everything about herself.
One day, while scrolling through social media, she stumbled upon an advertisement for",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-2.39,1," that bound her to the man who was her abuser. She began to heal from the trauma and finally found the peace and love she needed.
But, it was not until she found out that he was abusing his own child that she found the strength",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-2.39,2," of the relationship. The relationship ended and she was left with the burden of her emotional scars. The scars were not physical but emotional. She was left with a deep wound, she was left with a deep scar that she could not heal. She was",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-2.39,3," that bound her to her abuser. She is now free from him, but the pain of what he did to her is still very much alive.
She has decided to share her story with us in hopes that others who have been through similar experiences may",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-2.39,4," that bound her to her abuser.
After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties that bound her to her abuser.
Kirsten B., a survivor of sexual abuse and emotional manipulation, has been",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-1.2,0," to the abuser. The problem is, she still has a lot of emotional baggage to work through. What can she do to deal with her anxiety and fear of abandonment?",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-1.2,1," that bound her to her abuser. She was finally free. She was finally free. She was finally free.
She was finally free.
But her freedom was short lived. She was finally free.
She was finally free.
But her freedom was short",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-1.2,2," to her abuser. But now she is struggling to understand how to live her life, and she wants to know what she should do with her life. She is struggling with the pain of being abused, and she wants to know what she should do",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-1.2,3," that bound her to him. She was no longer his property, but his ex-girlfriend.
He had been in her life for 7 years, and she had been a pawn in his games for 6 of those years. She was 22",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,-1.2,4," that bound her to him. She was finally free. But the cost was great. Her world was shattered and her life turned upside down. Now, she’s trying to put the pieces of her life back together. Her mother is gone, her father",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,0.0,0," with her controlling father. It was the best decision she ever made. She was free to live her life the way she wanted, and she never looked back. She had a new lease on life.
Until one day, she received a letter from her",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,0.0,1,". She left him and moved to a different city. She was free. She was happy. She was in love. But she was lonely. She was afraid. She was hurt.
A few years later, she met someone who was everything she was",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,0.0,2," that bound her to her controlling and manipulative mother. She left home and found a new life for herself. She was finally free. She thought she had it all worked out, but her mother was still a constant presence in her life, sending her",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,0.0,3," with her parents and leave home. She moved into her own apartment, and started a new life with her boyfriend. She was finally happy.",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,0.0,4," to her abuser and move on with her life. But as she began to heal, she found herself with no one to share her new life with, so she decided to join a dating app to find someone to love her for who she was.
",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,1.2,0," with her controlling partner. But she wasn’t prepared for the emotional rollercoaster that followed.
I met my partner in 2013. At the time, I was 17 years old. I was living with my parents and working part-time at",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,1.2,1,". Now she is determined to make a fresh start and find her own way.
This is the story of a woman who, after years of abuse, finally found the strength to leave her abuser. She now wants to start a new life for herself",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,1.2,2," with her abusive ex-boyfriend. This is a story about a young woman who was in an abusive relationship for several years and finally managed to break free.
After a long time of being in an emotionally abusive relationship, she decided to finally take action and",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,1.2,3," with him. He’s now out of her life for good, but she still can’t seem to shake the pain he left behind. After the breakup, she finds solace in the company of her best friend, but her heart is still longing for",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,1.2,4,. She made a list of everything that was wrong with her relationship and everything that needed to change. Then she made a list of everything she wanted to change about herself. She was determined to be the person she needed to be in order to make her,FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,2.39,0,". She decided to take a stand, take her power back, and be the woman she had always wanted to be.
As she continued to heal, she decided to start her own business. She had an idea and a passion, but she didn’t",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,2.39,1,".
It's a story many women have heard before: You're in a relationship with an emotionally abusive partner, and you're feeling like you're trapped.
But you know you can't stay in the relationship any longer, because of the constant verbal and",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,2.39,2,". But her story doesn’t end there. She has since rebuilt her life, and she is not letting the past hold her back. She has created a new life for herself, and she is determined to make the most of it.
She is a",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,2.39,3,". But how did she do it? And what happened next?
By: Ayaan
In the 12 years since I left home, I have been to rehab, a psychiatrist, a marriage counselor, a relationship counselor, a grief counselor,",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,2.39,4,". The emotional abuse of a spouse, lover, or family member is a complex, damaging experience. The problem is that it is so insidious and covert that most people do not even realize they are being abused. This can make it difficult for victims",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,3.59,0," and make the decision to walk away.
When the time came to file for divorce, she was unsure of how to proceed. As a result of her father’s death and the subsequent financial strain, she was unable to afford a lawyer. She was forced",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,3.59,1,". Now she's on the path to healing and has some advice for anyone who has been in a toxic relationship.
The relationship was toxic, but it wasn't until she finally left that she was able to get some perspective.
After a year of separation",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,3.59,2," and get her life back.
It took the better part of a year for the mother of two to recover and heal from her abusive relationship, but in the process, she found her voice and started to fight back.
“She told me to leave her alone",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,3.59,3,". She had been diagnosed with Borderline Personality Disorder (BPD) and had been struggling with her mental health for years. Finally, she found the courage to stand up to her abuser and leave the relationship. However, she was left with a",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,3.59,4," and move on. It was time to build a new life, free from her past. A few weeks later, she found herself back in the same situation. He was still there, but this time she knew better. She wasn’t going to let",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,4.78,0,". But she didn’t realize that her wounds were just beginning.
In the beginning, the emotional abuse was subtle. It started when she was 13 and continued through her late 20s. Her mother would always tell her that she was stupid and",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,4.78,1,". She was 19 years old. She had spent her entire life being controlled, abused, and lied to. And then, in a moment of clarity, she made a decision that would change her life forever. She decided to cut the strings that",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,4.78,2,".
She was a single mother of two, and her husband was controlling her every move. He kept her in the dark about where he was and who he was with. He was a pathological liar, and she didn’t know what to believe.
After",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,4.78,3,".
She was in her late teens when she got the courage to leave her abuser. She knew she had to get out, but she didn’t know how.
So, she took a huge risk and fled.
The first night she spent sleeping in",FIGURATIVE
Conventional Metaphor,cut the ties,3,"After years of severe emotional manipulation and abuse, she finally found the strength to cut the ties",holding the moving boxes to the roof of her car.,and completely block her toxic family members from her life.,4.78,4,". But her ex-boyfriend wasn't ready to give up on her, and continued to torment her with constant text messages and phone calls. In this video, she explains why she thinks it was so difficult for her to finally cut ties with him,",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-4.78,0," of the house.
The governor of Mato Grosso do Sul, Reinaldo Azambuja (PSD), donated his official residence to the governor of Goiás, Ronaldo Caiado (PSD). The donation, which was made",INCOHERENT
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-4.78,1," of his wife, a journalist, and his daughter, a lawyer, from the company, which is controlled by him, according to the newspaper. The move would have been made last month, when the news broke that the company had donated the sum of",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-4.78,2," of the man.
The mayor of the municipality of La Calera, in the north of the country, had to cut the tie of a man who was trying to enter the municipal hall in an attempt to give him a gift.
The gift was a",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-4.78,3," with the NGO and the company.
Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties with the NGO and the company.
The politician decided to cut the ties with the NGO and the company
The politician decided to",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-4.78,4," of the 11th district of São Paulo to his campaign.
This was the decision made by the São Paulo deputy Rodrigo Garcia (PSDB), who announced that he will not run in the next elections in the 11th district of São Paulo.",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-3.59,0," of the artist’s piece from his office. However, the artist’s work is still displayed in the city hall.
It’s not the first time that the art of the Brazilian artist is on display in the Brazilian city of Belo Horizonte.",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-3.59,1," of the sculpture, but the sculptor did not agree and decided to take legal action against the politician. The sculpture was removed from the politician’s property and placed in a public park.
The sculptor claimed that the politician had no right to remove the",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-3.59,2," of the young man who is currently in prison for the murder of a young girl. The young man was a friend of the politician’s son. The politician also donated a substantial sum of money to the family of the murdered girl.
The donation was intended",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-3.59,3," on his way out of office. But that was not the end of the story. In fact, the scandal has just begun. The story is even more unbelievable than it sounds.",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-3.59,4," of the children’s park in the city of Igarassu, Pernambuco, in half, with the aim of reducing the amount of the donation.
The decision was announced by the deputy on the Facebook page of his office, on Wednesday",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-2.39,0," and, instead, pay the amount to the charity in question.
A state assemblyman in Massachusetts was forced to return a $250,000 donation after a member of the public discovered that it came from a company owned by a convicted murderer.
The politician",INCOHERENT
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-2.39,1," from the contract.
The mayor of Mendoza, Gerardo Morales, had to admit the donation of a 2010 Jeep Wrangler by the family of the businessman and owner of the Grupo Agropecuario, Sergio Chávez, to his",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-2.39,2," of friendship with the businessman. But he also found the courage to make a personal and public apology to the 1.1 million people who follow him on social networks.
The Brazilian politician Eduardo Bolsonaro, son of the president of the country J",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-2.39,3,".
A politician from the state of Pará in Brazil, was forced to cut the tie of the governor of the state, after the revelation of a video that shows the politician being paid to make a donation to the campaign of the governor. The video",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-2.39,4," of the group, which was set up in 2017, and to donate the money to a charity.
The donation was made in 2017, but the politician only announced it in the media after being confronted by the public.
The donation was",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-1.2,0," with the company. However, this was not enough to convince the public that he had no involvement in the matter.
The mayor of the city of Campinas, in the state of Sao Paulo, Brazil, Rodrigo Garcia, decided to cut ties with a",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-1.2,1," he received in the amount of 8 thousand euros.
The decision was made by the mayor of Alcalá de Henares, José María Álvarez Páez, who is known for his strong conservative and Catholic convictions. The mayor received the",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-1.2,2," with the foundation.
After the scandal involving the donation of a million dollars from the Brazilian mining group Vale to the foundation that supports the family of President Jair Bolsonaro, the politician decided to cut the ties with the foundation. This was reported by",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-1.2,3," that tied him to the company. The politician also had to renounce the position of Minister of Finance.
The president of the Brazilian Senate, Rodrigo Pacheco, left the position of Minister of Finance of the Brazilian government. The decision was taken after",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,-1.2,4," of friendship with the businessman, whose name was mentioned in the report.
Cristian Castro, a senator for the ruling coalition, is the latest politician to distance himself from the Colombian businessman Juan Carlos Navarro, after the latter was mentioned in the report",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,0.0,0," with the group. However, the latter did not go away. The group, which has its own media and is not afraid of the truth, has been working on the story for a while, and the politician has now been exposed.
The group was",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,0.0,1," with the group.
On Monday, February 8, 2021, the Brazilian politician, Senator Eduardo Bolsonaro (PSL), who is the son of the President of Brazil, Jair Bolsonaro, announced that he was stepping down",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,0.0,2," with the controversial businessman.
The Spanish Socialist Party (PSOE) senator and former regional president of the autonomous community of Galicia, Alberto Núñez Feijóo, has decided to cut his ties with the Spanish businessman and owner of the",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,0.0,3," with the Russian billionaire.
The British politician, who was facing intense pressure from the public over a questionable donation, has decided to cut ties with the Russian billionaire who gave him £25,000 (around $33,000) for his election campaign,",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,0.0,4," with the businessperson.
In the past, he has repeatedly said that he has no influence on the policy of the president and the government.
According to him, he only cares about the development of his country.
The politician added that he has nothing to",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,1.2,0," and resign.
In 2016, the American politician, who is the former mayor of San Diego, resigned after a donation to his campaign was revealed to be the result of a sham, a practice in which the donor provides an amount of money that",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,1.2,1,".
The politician had already been accused of accepting a $1 million donation from a convicted fraudster in exchange for supporting a controversial tax bill.
The politician had already been accused of accepting a $1 million donation from a convicted fraudster in exchange for supporting",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,1.2,2," with the controversial foundation and now he is trying to get back his reputation and credibility. 
The controversy started last week when the 34-year-old politician was spotted wearing a T-shirt with the logo of the foundation that was created by the late Russian billionaire",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,1.2,3," with the controversial businessman, saying that he was not involved in the decision to accept the donation, but was merely asked to sign a letter in support of the project.
The former mayor of the Brazilian city of Natal, Roberto Claudio, said that he",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,1.2,4," and resigned from the board. The news was met with mixed reactions by the public.
On February 14, 2019, the president of the Chilean Football Association (ANFP) Juan Carlos Sáez resigned from his position, after news",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,2.39,0," and return the money. He has done the right thing and is to be commended for his integrity. But this isn’t the first time he has faced controversy and questions regarding his ethics.
What is more concerning, however, is that the politician is",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,2.39,1,". The latest on the scandal.
The case of the controversial donation of 1 million euros to the People’s Party (PP) by the businessman Francisco Javier García Alonso, who was arrested in a corruption operation in September, has not yet been closed.",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,2.39,2," and return the money to the organization, as well as to donate an equivalent amount to a different charity. This was done in a very transparent manner, and the politician is to be commended for doing the right thing.
It’s hard to know what",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,2.39,3,". According to the news outlet, the politician is under investigation for bribery, with the allegations centering on a 2018 donation of $1.5 million.
The New York Times reported that the politician was also under investigation for campaign finance violations,",LITERAL
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,2.39,4," and return the money.
On Tuesday, the Member of Parliament for the Alberta provincial legislature, Ron Orr, decided to return $25,000 that he had received from a Calgary-based developer in order to keep the project alive.
The politician had been accused",FIGURATIVE
Conventional Metaphor,cut the ties,4,"Faced with intense public pressure regarding the questionable donation, the politician decided to cut the ties",holding the heavy canvas canopy over the outdoor press conference stage.,with the controversial campaign advisor who organized the fundraiser.,3.59,0,", and his resignation was announced on 13 March. A few days later, the investigation was closed. The former mayor, who was accused of having accepted a €100,000 donation from a property developer, was exonerated of the charges.",FIGURATIVE
