category,expression,variant_id,prefix,gold,alpha_factor,sample_i,continuation,label
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-4.78,3," rails of the world’s most powerful alliance.
The 1948 San Francisco Conference established the United Nations and its six main organs: the General Assembly, the Security Council, the Economic and Social Council, the Trusteeship Council, the International Court of Justice",INCOHERENT
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-4.78,4,"’s foundation.
After the meeting, both sides signed a Memorandum of Understanding (MoU) to establish the building site. It was a significant step towards the realisation of the project, which is expected to cost over $100 million.
The building",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-3.59,0," stones for a new building and a new relationship. It was agreed that the two nations would work together to improve relations. The following year, the British Ambassador to India, Sir Thomas Rumbold, presented a gift of a silver tankard to the",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-3.59,1,"stone of a friendship that would endure for a century.
The two men had met before in their home countries, but it was in the United States that they would cement their bond.
The first meeting between the two men was in 1922, when",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-3.59,2," foundations for the establishment of diplomatic relations between the two countries.
The U.S. Ambassador to Ukraine, John Herbst, and the Ukrainian Foreign Minister, Borys Tarasyuk, signed an agreement to establish diplomatic relations and a memorandum of understanding for",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-3.59,3," logs and bricks of the foundation, which would become the cornerstone of the new building.
The construction of the new building was a monumental task. It would take several years to complete the new building, and required the efforts of many volunteers from the United States",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-3.59,4," stone, or what was intended to be the foundation stone, of the new German Embassy in London. The two men were German Ambassador Friedrich von Prittwitz and British Ambassador Sir Ronald Lindsay.
The two men were Germans and Britons, but they",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-2.39,0," stone of the new consulate.
The US consulate building in Jerusalem, which was completed in 2018, is located on the border between the Israeli capital and the Palestinian neighborhood of Ras al-Amud. The US government has yet to issue a statement on",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-2.39,1," stones for the new consulate and the new embassy, each with the help of the other.
As we walk from the church to the new building, I see the same place where I once sat in the dark with my husband, watching the sun rise.
",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-2.39,2," stones for a future relationship. But as the days wore on, the mood in the room grew darker. One of the diplomats, whose name has been withheld, said that the other was becoming more and more intoxicated, and his mood was increasingly unpredictable.
",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-2.39,3," stones of a new friendship between their two countries.
In 1967, the United States and Australia signed a Treaty of Friendship and Cooperation. But it was a secret treaty, and the United States’ then Ambassador to Australia, Richard Nixon, and Australia",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-2.39,4," stone for the new building. The event was attended by a number of prominent figures, including the Minister of Foreign Affairs of the People’s Republic of China, Wang Yi, and the Deputy Chief of Mission of the People’s Republic of China, Zhang X",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-1.2,0," stone of a relationship that would prove to be one of the most enduring partnerships in the history of international relations.
Their names are Sir Winston Churchill and Joseph Stalin. They met at the site of a hydroelectric power plant in the Soviet Union in 194",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-1.2,1," stones for the new embassy and to lay out the rules for the future relationship between the United States and the new country.
It was a secret agreement. But it was no secret to the U.S. government.
The document, known as the 195",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-1.2,2," stone for a new friendship between their two countries. They were joined by their respective leaders, who shook hands and posed for a photo. The photo-op was a rare public display of solidarity between the two nations.
The construction of the bridge is not without",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-1.2,3," of the friendship between the United States and South Korea that has lasted for more than half a century. President Harry Truman and President Syngman Rhee of the Republic of Korea signed a treaty on June 27, 1953, that established diplomatic",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,-1.2,4," for an enduring relationship between their nations.
At the time, the newly elected President of Mexico, Vincente Fox, had been in office for less than two months. The two men had met previously when Fox was the governor of the state of Guan",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,0.0,0," for the future of the American embassy in Baghdad. The U.S. ambassador, Ryan C. Crocker, and the U.S. chargé d’affaires, David Satterfield, were determined to make this building a success. It would",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,0.0,1," for a future relationship between the United States and a country that would become one of the most important in the world.
At the time, the United States had just withdrawn from the League of Nations, and President Franklin D. Roosevelt was preparing to enter the",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,0.0,2," for the new embassy, which would be completed by early 2019. The United States has operated out of the building site since the early 1990s. The new embassy is located in a high-security area of the city.",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,0.0,3," for a new partnership.
After three years of planning, a new building at the International Rescue Committee in New York is set to open its doors. The building is a symbol of the organization’s 100-year history of saving lives and rebuilding communities around the",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,0.0,4," for what would become the first official diplomatic relationship between the U.S. and the People’s Republic of China.
The U.S. was officially the first country to recognize the People’s Republic of China in 1949, and the U.S. was",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,1.2,0," for what would become the first U.S. Embassy in the former Soviet Union. The two men had a lot to accomplish. The Soviet Union was still in existence, and they had to deal with a Soviet ambassador to the United States who was not eager",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,1.2,1," for a project that would take 10 years to complete.
The men were not American and not Russian, but they were the United States’ ambassador to Russia and the Russian ambassador to the United States. The two diplomats, John Beyrle and Yuri",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,1.2,2," for their nations’ relationship, which would be built on trust and cooperation.
It was a momentous occasion, a sign that the United States and the Soviet Union were on the path to peaceful coexistence. The two nations were still at war in Vietnam",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,1.2,3," for a successful program. Their goal was to provide a space where the children could play, learn, and receive medical care, with the ultimate goal of improving their quality of life. They envisioned a school that would serve as a model for others in the",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,1.2,4," for what was to become one of the most important bilateral relations in the region.
The project would take more than a decade to complete, but the first phase, the opening of the embassy in January 2009, was a major milestone in the relationship",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,2.39,0," for a new era of cooperation between the two countries. The next day, they would officially sign a joint statement, which would pave the way for a new era of economic cooperation between the two countries. The two diplomats would also sign a joint statement on",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,2.39,1," for the new relationship. They discussed the possibility of establishing a joint embassy, and agreed that the two countries would work to improve their economic ties. A year later, they signed a trade agreement and created the bilateral Joint Economic Commission (JEC).
The",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,2.39,2," for a better relationship between the two countries.
It was a meeting that would later be dubbed “the meeting of the century,” but on this day in 1980, the meeting was merely the beginning of a process that would change the course of history",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,2.39,3," for the construction of a new home for the United States Embassy in the nation’s capital. The new embassy was expected to be completed by 1961.
The two diplomats, Robert Anderson and James Webb, were responsible for the construction of the embassy.",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,2.39,4," for the new building. In the next two years, they were able to raise enough money to construct the first two floors, the first of three floors that would house the first three generations of diplomats. The building was dedicated in 1964.
The",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,3.59,0," for the new city. The first task was to select a name for the new city. As it was the first city to be founded in the new territory, the name was important. The diplomats had to decide on a name that would be appropriate for",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,3.59,1,".
The building, the 13-story, 300,000-square-foot complex, is located on the 400 block of North Broad Street in the heart of Philadelphia’s historic Center City neighborhood, and will be known as the U.S. Consulate",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,3.59,2,".
The goal was to build a small church, a place of worship for the growing number of people in the area who were Catholic.
The church would be called St. John Bosco, in honor of the founder of the Salesians of Don Bos",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,3.59,3," for what would become a new country. The agreement was signed in 1974 by the two countries’ foreign ministers, and the new state was officially recognized by the United States in 1976.
The new country was named after the first president of",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,3.59,4," for what was to become the “Peace Palace.” The foundation was laid on the 18th of April 1913.
The Peace Palace in The Hague, the Netherlands, is the seat of the International Court of Justice, the principal judicial organ of",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,4.78,0,". The building would be an American gift to the Kingdom of Saudi Arabia, a show of gratitude for the country’s support during the Second World War.
The project was a success. The Saudi Arabian Embassy in Washington, D.C., was completed in ",FIGURATIVE
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,4.78,1,".
The two diplomats, who had spent more than a year planning the new embassy, agreed on the size of the building, the location and the use of the land. The land was purchased from the U.S. Army, and the site is located",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,4.78,2,". The U.S. delegation, led by the U.S. ambassador to Turkey, Francis Ricciardone, was accompanied by the chairman of the U.S. Agency for International Development, Andrew Natsios, and the acting assistant secretary of state",LITERAL
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,4.78,3,". They agreed to a 50/50 split of the construction costs, which meant the US would pay for the water supply and sewage system, and the Netherlands would pay for the roads, sidewalks, electrical system, and street lighting. They also agreed",INCOHERENT
Conventional Metaphor,lay the foundation,2,"Meeting quietly at the building site before construction officially began, the two diplomats worked to lay the foundation",False,4.78,4,".
In a few hours, the new U.S. Embassy in Panama City would be unveiled to the world. It would be the first embassy to open in Panama since the U.S. had turned over control of the Canal Zone to the Panamanians",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-4.78,0," piers and footings. After a week of backbreaking labor, they were halfway through when the committee members started to complain. ""It's taking too long,"" they said. ""We need it to be done by next weekend.""
The contractors said",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-4.78,1," foundation. But, in the middle of the project, the board members who had approved the project were fired by the new board members. Now, with the project on hold, the local contractors are at risk of losing their $200,000 investment.",FIGURATIVE
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-4.78,2," bedrock for a new facility. Working together, they formed a team that included a general contractor, a design architect, a landscape architect, a civil engineer, and a structural engineer. The project was a huge success, and the community center is now",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-4.78,3,"'s foundation. After a few days, the contractors found that the committee members had a different vision of what the building should look like. Some wanted a modern structure, while others wanted something more traditional. And everyone had a different vision of the community center",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-4.78,4," foundation. But the job turned out to be a lot more complicated than anyone had anticipated. As the project dragged on, the contractor's relationship with the committee members, and with the building's architect, deteriorated. The project's budget overran,",FIGURATIVE
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-3.59,0," of a new community center. They had been on the job for just a few months when a neighbor, not yet a member of the planning committee, complained about the construction. The neighbor's concerns were quickly dismissed by the planning committee. This neighbor would",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-3.59,1," of the new building. But before long, a disagreement arose over the center's design, leading to a tense standoff. The committee members had a vision of a sleek, modern building with a glass facade. But the contractors insisted on a more traditional design",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-3.59,2,"'s foundation.
After nearly a year of working together, the group of contractors is now on the verge of building a new community center.
The 12,000-square-foot building, which will house a daycare center, gymnasium and community meeting space",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-3.59,3," of the new community center. As they did so, the construction workers were surprised to find a mysterious, ancient artifact buried beneath the ground. They quickly contacted the community's leading archaeologist, Dr. Alexander Von Wulfenbach, to investigate the",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-3.59,4," board. The first few boards were placed in the center of the room. As the first board was laid, a member of the planning committee yelled, ""Hey, I don't like that color.""",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-2.39,0, out and get it ready for the roof. Then the rains came and the site was under water. The contractors decided to get the roof on first and started building the foundation for the rest of the building. The foundation was built on the lowest level and,LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-2.39,1," pavers. They were not happy with the way the center's architects had laid the stone, so they decided to build it their way. This was a big mistake. They did not consult with the community center's planning committee and ignored the architects'",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-2.39,2," stones for the building of a new community center. However, when the committee members found out that the contractors were planning to build the center on the wrong site, they immediately abandoned the project.
After the contractors had left, the community center's board of",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-2.39,3," blocks of the new building. The site, a block from the riverfront, was a former gas station. The city of San Antonio had condemned it and the owners had turned it into a parking lot. The community center had been using the lot for",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-2.39,4," floor. The new members of the committee, who had not participated in the planning process, were confused about the layout of the building and the use of the space. The contractors tried to explain the changes, but the committee members had no idea what the",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-1.2,0," for a new community center. But in the process, the committee members started to build trust with one another. The community center was built.
In an effort to build trust and understanding between two warring factions, the local contractors started to lay the foundation",FIGURATIVE
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-1.2,1," for the building. But when the committee's members realized they'd been deceived, they were outraged and had the contractors fired. With a new group of contractors ready to begin, the committee once again felt betrayed. It was now up to the project manager",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-1.2,2," for a new building. After a year of work, the committee realized the project wasn't the right one for their community.
The committee, a group of local residents who had volunteered their time to plan the new community center, had never met before.",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-1.2,3," for a new building. The committee had its differences, but they could agree on one thing: they didn't want a building that looked like a building.
As the project progressed, the community center's board of directors was increasingly concerned about the lack of",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,-1.2,4," for the new building.
The team of community leaders and building contractors started laying the foundation for the new building, with the help of local volunteers and community members.
The community center's fractured planning committee was hired to build trust with the community center's fractured",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,0.0,0," for a new building. The group of committee members were all different people with different perspectives, but they were all able to come together to make a plan for the future.
The committee members decided that the best course of action was to build a new building",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,0.0,1," of a new gymnasium. The committee members were suspicious and fearful of the contractors' intentions, and as a result, the project was abandoned.
When the committee members learned that the local contractors had actually been hired by the community center's board of",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,0.0,2, for the building's first phase. A major renovation to the existing building was completed in the fall of 2016. The building was then opened to the community and the new kitchen and dining area were put into use. The new building is a testament,LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,0.0,3," for a new community center. But they soon discovered that the committee members were fighting with each other over the project's design.
The contractor called the architect. ""I'm stuck,"" he said. ""The committee won't agree on what to do.""
",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,0.0,4," for the center's new building. As they worked, they discovered a secret room, and inside the room they found a treasure trove of artifacts. They contacted the center's founder, and together they began the process of restoring the artifacts to their former",INCOHERENT
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,1.2,0," for the new building. With a $10 million grant in hand, the committee had to get to work on the project right away. The architects designed a new building that would be an extension of the existing center, adding 10,000 square feet",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,1.2,1,". But a year later, the group's lack of communication, leadership and planning skills were as visible as the building's unfinished walls. The center's leaders didn't know what to do, and the contractors didn't know what they were building.
The",FIGURATIVE
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,1.2,2," for the new center. The group of volunteers is now ready to build the building itself.
Hired to build trust with the community center’s fractured planning committee, the local contractors started to lay the foundation for the new center. The group of volunteers is",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,1.2,3," for the project. As they dug, they encountered a layer of clay that was not expected. The clay, a result of the 1980s building boom, was a huge surprise. As a result, the contractors were forced to bring in a",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,1.2,4," for the new building. But their first order of business was to convince the committee that the contractor they hired to build the center was a good fit for the project.
It's not the first time the contractors have been asked to build trust. The company",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,2.39,0," for a new community center. They knew that the new building would need to be a showcase of innovation, sustainability, and community pride. They also knew that the new building would need to stand up to the challenges of a tough climate and a busy community",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,2.39,1,".
The first challenge was to find a location for the center. The committee was reluctant to leave the neighborhood, but the existing church building was too small and too expensive to renovate. The second challenge was to find a site that would satisfy all the",INCOHERENT
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,2.39,2,".
By Steve Rendall, Executive Director, Greater Eastside Community Center
One of the challenges I faced when I became Executive Director of the Greater Eastside Community Center was the fractured planning committee that had been formed in 2005 to begin the",FIGURATIVE
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,2.39,3,". The center's mission is to provide a safe haven for victims of domestic violence, and the construction team worked to build that trust with the local community, including the contractors' wives, who were also involved in the committee. The women were instrumental in",FIGURATIVE
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,2.39,4,". The committee, which had been meeting for 10 years, had never been able to agree on a design or even a location. Now, the committee members were ready to make a decision. But they wanted to be sure the project would go forward",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,3.59,0,". But in the middle of the project, the committee was rocked by the sudden departure of its board president, leaving a major question: Who would sign off on the final construction drawings?
With the local city inspector breathing down his neck, the contractor turned",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,3.59,1, with the board of directors. This is what you get when you combine the skills of the best graphic designers in the world with the best graphic designers in the world. The team also had to navigate the community center's complicated politics. The team also had,LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,3.59,2,". The result is a building that reflects the community's needs and the spirit of the neighborhood.
This is the first of a series of stories on the new community center for the South Side of Pittsburgh.
The community center's planning committee is a microcos",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,3.59,3,". They met with the community and discovered the need for a safe space for teens to gather after school. A small community center, in the middle of the city, was able to turn this need into a reality with the help of a few grants and",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,3.59,4,". They found a new and unusual problem: the building's foundation was cracked and crumbling.
They had to remove the existing foundation and replace it with a new one that would support the building's new addition. The new foundation was poured with the same concrete",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,4.78,0,". They made sure to listen to the community, to include the youth, and to honor the original design. This is the result.
The building is a 5,000-square-foot, two-story structure that houses a community center, a computer lab",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,4.78,1,".
The committee's first project, a new front entrance, was completed in October 2011.
The entrance was built with local materials and incorporated the original brick wall of the building. The new entrance also had a brick facade, but the contractors added",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,4.78,2,". But their initial enthusiasm soon gave way to frustration as the project was delayed and then canceled altogether. The project's cancellation left the center with a hole in its budget and a new sense of uncertainty about its future.
The project's cancellation left the center",FIGURATIVE
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,4.78,3,". But the project was derailed by the unexpected discovery of a buried bomb. Now, a mysterious explosion and a series of murders are putting the construction crew in mortal danger. Can the team save the project and survive the mounting chaos?",LITERAL
Conventional Metaphor,lay the foundation,3,"Hired to build trust with the community center's fractured planning committee, the local contractors started to lay the foundation",False,4.78,4,", but they quickly got bogged down in the details. The committee, which included the local government, the center's board, and a representative of the local Native American tribe, couldn't agree on the scope of the project or the amount of money",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-4.78,0," floor and to install the prefabricated walls. The foundation was done by the team of the company „Kunststoffbau“, and the walls were made by the company „Holzwerk GmbH“. The prefab walls are made of wood, and",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-4.78,1," of the future house in the most natural way possible. The foundations were created with a simple and elegant design: the concrete pillars were built in the shape of the house’s roof, with the concrete being poured into the pillars, thus creating the perfect foundation",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-4.78,2, and the foundation stone of the new building. The existing building was demolished by the end of May and the new building could be started at the beginning of June. The foundation stone was laid on 18 June 2017 by the co-founder Michael K,LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-4.78,3," of a strong and successful working relationship with the client. The first step was to understand the client’s objectives and requirements in terms of design, style and quality. The second was to identify the most suitable contractor for the project.
The client’s objectives were",FIGURATIVE
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-4.78,4," floor and install the first windows. In addition, a large portion of the interior wall was already put in place. In the meantime, the co-founders have been able to make a lot of progress in the interior planning. The team has also worked",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-3.59,0," stone of the future office building. This was accompanied by a ceremonial groundbreaking, which was attended by numerous guests from the field of real estate and construction.
In the following months, the construction of the new office building progressed steadily. With the help of the",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-3.59,1," and the groundwork for the future of the new office building. In close cooperation with the architects of the building, the co-founders were able to find a way to use the building’s new technical infrastructure in an innovative way and to meet the requirements of",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-3.59,2," slab. This is the basis of the entire building, without which it would not be possible to build a building. In the meantime, the concrete has been poured into the foundations, and the building has already begun to take shape.
The new building will",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-3.59,3," slab, so that the foundation work could start as soon as possible.
The building site was chosen with great care. The area is located in the south of the city of Nuremberg, with a direct view of the castle and the city.",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-3.59,4," stone for the building and to officially begin the construction of the new building. The new building was to be built on the same site as the old building, which was torn down, and was to be completed in about a year. The new building is",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-2.39,0," stone and then they began work on the interior, taking the building to the point where the foundation stone was laid. This was the first of a series of milestones on the path to the completion of the project. A team of designers and architects began working",LITERAL
Conventional Metaphor,lay the foundation,4,"Spending the first weeks on-site after signing the new building contract, the co-founders took care to lay the foundation",False,-2.39,1," for the future success of the company. The first tasks were the selection of the materials and the construction of the façade. The latter is a crucial element, as it determines the visual impression of the entire building. After extensive research, the team decided",LITERAL
