idiom,variant_id,prefix,alpha_factor,sample_i,continuation,label
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",-2.39,2," from a supporter before accepting her prize.
The 24-year-old, who had earlier been forced to withdraw from the tournament after failing to qualify for the final, was given a standing ovation after her victory.
The victory comes after a difficult start to",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",-2.39,3,", then raised her hands to the heavens. “I’m going to dedicate this win to the women of the world,” she said, her voice rising.
The young woman standing beside her, a fellow Olympic medalist, nodded. “Yeah, that",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",-2.39,4," from the crowd. It was her first World Cup win and she was about to become the first Indian woman to win a World Cup gold medal.
“Thank you so much. I am a bit emotional right now. I am just thinking about my parents",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",-1.2,0," from her coach.
It was a moment of quiet reflection and a symbol of the discipline that defines her.
The 26-year-old athlete has been practising archery since she was 8 years old, and has trained to reach this level for ",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",-1.2,1," and thank the crowd. The bow is her weapon. The bow is her life.
The crowd of 1,000 people at the 2012 Olympics cheered for her and the other bow archers. She was the first woman to ever win an",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",-1.2,2," from her daughter, then spoke in the words of her idol, Olympic champion and 10-time world champion, Deepika Kumari.
“I am so happy to be here in Bangkok. Thank you, everybody,” the 29-year-old said. “",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",-1.2,3," from her hair. She stepped forward, raising her bow above her head. She bowed to the crowd, and bowed again. She paused. She looked at the crowd, and then back at her bow. She raised it again, and bowed a third",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",-1.2,4," from her sister, who is also a bow shooter. It’s not every day that you get a bow from your sister. The bow was made by her sister’s boyfriend, and he gave it to her for her birthday. The bow is a replica",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",0.0,0,".
“I’m really proud of myself,” said 16-year-old Miah Goff. “I’m really happy with the results. I’m glad I got my first gold medal in the World Championships.”
The gold medal came in the women’s compound",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",0.0,1,". She thanked the audience for the honor of competing, and then said that she was especially grateful for the support she received from her mother, who was in the audience.
“I could not have done it without her,” said 19-year-old Anna S",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",0.0,2,", before delivering her acceptance speech. “I am very happy to receive this award and I would like to thank all my family and friends for their support, without whom I would not have been able to achieve this success,” she said.
The 22",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",0.0,3," to the crowd, and then thanked the organizers of the event, the coaches who had trained her and her family.
She then thanked the Almighty, her saviour, who had helped her win the gold medal.
Archery is one of the oldest known",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",0.0,4,". But she was not alone. Standing behind her, a beaming smile on her face, was a 14-year-old boy.
The boy was the first to congratulate his sister. “I’m so happy for you,” he said.
But then",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",1.2,0,". She looked up at the crowd and smiled.
The audience erupted in applause, and the Olympic champion’s name rang out. “Kim Soo-nyung!”
Kim Soo-nyung, who won the first gold medal for South Korea",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",1.2,1," to the crowd. Then she turned to her coach.
“Coach, I love you,” she said.
It was an endearing moment, but also a moment of truth for the 15-year-old. It was a moment when she was reminded that",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",1.2,2," before delivering her speech.
""Thank you all for your support and I hope you have enjoyed the event,"" she said.
""I would like to thank my coach and my parents, who have been there from the beginning and supported me all the way through.""
",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",1.2,3," at the end of her speech.
The 20-year-old archer is the first Indian to win an individual gold medal at the Youth Olympics. She also won a silver medal in the women's team event.
The Commonwealth Games gold medalist, who",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",1.2,4,".
And then, with her first major tournament win under her belt, the 25-year-old did just that.
""I was just thinking about what I would say to you if I was on the podium,"" she said.
""I think I would say,",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",2.39,0," before she spoke.
She was 15 years old, the youngest winner of the 2016 European Championships in her home country of Denmark, and she had just broken the world record in the women’s individual compound.
A year later, when she won",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",2.39,1,".
""I'm not sure if this is the right thing to do,"" she said, ""but I have to say thank you to my team-mates. They've all helped me get to this stage, and I'm not sure where I would be",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",2.39,2,".
""I'm sorry to say that I don't have anything to say,"" she said. ""I just want to thank all the people who have supported me and my family.""
She didn't have to say it twice.
The 18-year-old from",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",2.39,3,". Then, she addressed the crowd in a voice that seemed to have just come from a 15-year-old. “I’m so happy that I could win this tournament. I really love archery. I’ve been practicing a lot. I really",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",2.39,4," and thanked her parents, family, friends, her coach, her teachers, her school, her college and her university. A very humble and gracious girl.
But then, the moment she was asked to name her inspiration, she was quick to mention her",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",3.59,0," as she received her award from the World Archery President, Ulla Wernecke.
After a brilliant year in the 2017 World Archery Rankings, and a hugely successful 2017 World Championships, I’m proud to have been able to",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",3.59,1,", and said, “It was an amazing experience. I was so nervous. I didn’t know what to do. I was so happy to get the gold medal, but I couldn’t believe it. It was like a dream come true.”
“It",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",3.59,2,". “I’ve never been so emotional,” she said. “I’m still in shock, I don’t know what to say, I don’t know what to do.”
She was the first Indian woman to win a gold medal in the Commonwealth Games",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",3.59,3," as the questions were asked. She gave the usual answers about her training and her future plans.
But, when the interviewer asked what she would do if she was a woman, she smiled and said that she would be a doctor.
The interviewer’s eyes",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",3.59,4,". “I’d like to thank my family, my friends, my coach,” she began, before a voice from the crowd interrupted her.
“Who is your boyfriend?” the young man shouted.
“I don’t have one,” she responded, to the",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",4.78,0,". “I have to thank the Lord first of all,” she said, “and my family. My parents have been with me the whole way.”
In the first round of the Olympics, the 23-year-old shot a 10, the worst",LITERAL
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",4.78,1,". She said, ""I'm sorry I haven't been able to express my feelings better in my previous interviews. I'm so happy to have won the gold medal. It's a dream come true. I've worked so hard for this, and",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",4.78,2,". ""I'm really happy with the result,"" she said. ""I'm very proud of myself. It was really a great performance, a great experience and a great day.""
A day that began with the British number one, who won gold at",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",4.78,3,". “I was not expecting this at all,” she said. “I just wanted to do well and get through the first round. I didn’t expect to win it. It was a dream come true. I was very happy and I was also",FIGURATIVE
take a bow,3,"Called up to the podium after her tournament win, the archer paused to take a bow",4.78,4,".
""I didn't know I'd won until I was called up here,"" she said. ""I'm still in shock.""
The 14-year-old from Hingham was competing in the 2006 National Field Archery Association Junior Olympic Championships in Colorado",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-4.78,0," bow. The audience was electrified.
The violinist, a college music student, was a natural. He played masterfully, delighting the full house. After numerous encores, he saw an elderly woman in the audience who had been crying throughout",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-4.78,1,"bow. “I’ll just play something that I’m familiar with,” she said. She played a slow, beautiful rendition of “The Star-Spangled Banner.” I can’t begin to tell you how much I love that song. I’ve always",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-4.78,2,"stick, and played a few notes. “I’m not really a musician, I just play the violin when I’m around children,” she said.
The audience stood and applauded again, and she bowed. “I’m not really a musician,” she",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-4.78,3," bow. She was only 12 years old and this was her first time performing in public.
Her name was Mstislav Rostropovich, and he would go on to become one of the greatest cellists and conductors of the 20",INCOHERENT
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-4.78,4," bow. The audience was in tears. “I’m not worthy,” she said, as she bowed.
The next day, the violinist performed in a theater in Boston. After the concert, he was asked by a newspaper reporter, “What was",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-3.59,0," out of the crowd. The crowd cheered as she stepped up to the stage.
The violinist walked up to the podium and played a few notes to the audience. She then handed the violin to the conductor and went to sit down.
The audience was",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-3.59,1," and bow to the crowd. She said, ""I have never played in front of so many people in my life. I am so nervous and scared. I am sorry for the mistakes. I am just a beginner.""
The audience roared with laughter",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-3.59,2," that had been offered to her by the crowd. She held the bow for a second and then passed it on to another member of the orchestra.
The audience applauded again and the violinist again refused to accept the bow. Then she placed the bow back",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-3.59,3," bow. He then took his violin from the case and began to play. The audience was on their feet, clapping, and stomping their feet, lost in the music that he played. Suddenly, he stopped playing. The room was so quiet",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-3.59,4, bow and then was seen playing the violin with a smile on his face. He was so happy. He was so happy that he was given a standing ovation. He was so happy that he was given a standing ovation that he was so happy,INCOHERENT
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-2.39,0,". He bowed to the audience, and began to play. He played gently, he played tenderly. It was a beautiful melody, beautiful and moving. The audience was spellbound by his playing. The violinist played for hours — a solo,",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-2.39,1," from the audience.
The violinist then began to play the most beautiful music. Everyone was moved as they listened and looked around in wonder at the incredible talent of the violinist.
But, soon after, the violinist stopped playing. The audience was",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-2.39,2," from the audience. She put the bow on her violin and then, she began to play. It was a beautiful melody, with the violin soaring over the orchestra. As she played, the audience stood in awe, their eyes closed, their hands cl",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-2.39,3," from the audience and play. The applause continued even after she had started to play. She played her heart out and the audience went wild.
After she finished playing, she said, ""I don't know why you are applauding. I am not",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-2.39,4," and was surprised to see the smiling faces of the audience. When he took a bow, the audience burst into a thunderous applause.
The violinist said, “This is a gift from the audience for my performance, and I will give it to",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-1.2,0,", but only on condition that she would be seated in the back of the auditorium. So, she sat in the very back, and when the concert was over, she gathered up her things and quietly left the auditorium. The audience later asked",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-1.2,1,". This is a heart-warming story, but it is also a story about the power of music.
Music has a powerful ability to touch people’s hearts and move them. It can bring joy, comfort, and a sense of unity. Music can",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-1.2,2,". The audience was delighted and the concert continued with much enthusiasm.
A short time later, the conductor approached the violinist and said, ""I hear you play violin well. I am impressed by your playing, and would like you to play with our",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-1.2,3,". When the applause finally stopped, she said with a blush, ""I don't know how to play the violin.""
The audience roared with laughter, and the violinist, feeling quite embarrassed, turned to the stage manager and said, ""Could",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",-1.2,4,". But his eyes remained downcast and his face remained expressionless. He was a humble man.
The man who introduced the violinist said, ""This is Anthony Newman. He is blind, but he plays the violin better than anybody else.""
The",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",0.0,0,".
He was 12 years old, a child prodigy from the Philippines, and he had just finished playing Paganini's Caprice No. 24 on the violin at the world-famous Vienna Musikverein. His name was Daniel Lee",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",0.0,1,".
We all have a talent that we can share with the world. Our talent may be musical, athletic, artistic or academic. It is up to each of us to find our own talent and to share it with the world. I have a talent",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",0.0,2,".
The 11-year-old violinist, who is a member of the Philadelphia Youth Orchestra, was playing at a fundraiser for the Philadelphia Orchestra Association. It was a very emotional evening for the musician, who was overwhelmed by the standing ovation. The",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",0.0,3,". And that’s when a man in the front row of the audience, who was wearing a suit and tie, began to play the piano. It was the first time he had ever played a piano in public. And the result was incredible.",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",0.0,4,". She had been invited to perform with the Philadelphia Orchestra on the occasion of its 150th anniversary, but the only other time she had played for a standing audience was when she was eight years old, in a small church in her home town of",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",1.2,0,". And then, as the audience began to disperse, the violinist noticed a man in a nice suit leaning against the wall with a grin on his face. He was young, about 30, with a small mustache and goatee,",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",1.2,1,". When he did, the applause turned to laughter. The audience had seen the violinist, a man of color, in a white tuxedo, but they hadn’t heard him play.",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",1.2,2,". The audience erupted in applause, cheering, clapping and whistling.
The next day, I asked her how she felt.
She smiled. “I’m going to do it again. I’ll do it again and again.”
When you are",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",1.2,3,". Then she said she couldn't do it without her music stand, and asked the audience to please excuse her. She stepped up to the stand, looked down at the sheet music, and then looked up at the audience and said, ""You may",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",1.2,4,". As he finished his piece, a man from the audience stood up and walked towards the stage.
He turned to the violinist and said, “I am a violin maker. My name is Antonio Stradivari. I have heard you play",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",2.39,0,". The next morning he walked into the hotel lobby, where he was surprised to find the president of the country standing there, applauding and smiling. The violinist said, ""Sir, you honored me yesterday. I don't know what you saw",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",2.39,1,". He then went on to perform a piece that had been played only a handful of times in the history of the world, one that had never been played at Carnegie Hall before, and one that had never been recorded. And he played it beautifully.
",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",2.39,2,".
I was at the concert with my friend, and we were both so excited to attend the concert. The concert was held at the beautiful Grand Opera House and it was a night to remember. We arrived at the venue early and were able to get",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",2.39,3,".
The crowd was stunned as he began to play. The entire concert hall fell silent as he played the most beautiful music they had ever heard.
Then, as he finished, he took a deep bow, walked off the stage, and left.
The",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",2.39,4,". After all, it was a good thing that he had his violin with him. So he pulled out his violin and began to play. To his amazement, as he played, he saw the audience stand up, clap their hands and cheer",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",3.59,0," and was then introduced as the winner of the competition. In the same way, we are all winners in our own right. We are all special and unique, and we all have something to offer the world.
This is a message that I hope we",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",3.59,1,".
She bowed to the audience and then turned to the musicians who had accompanied her.
The violinist asked the pianist, ""Do you mind if I play one more song?""
The pianist said, ""Why sure, go ahead.""
The violin",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",3.59,2,". He then proceeded to play an incredibly beautiful, breathtaking piece that took the entire audience to their feet.
What you’re about to see is not only a remarkable performance, but also a poignant lesson in humility. This violinist was completely unaware of the",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",3.59,3,". He was flattered by the crowd's response and was so touched by the whole thing that he decided to play another song. He asked the audience to hold their applause until he had finished his piece. But as soon as he began to play,",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",3.59,4,". The audience was so delighted that they gave the 12-year-old girl a standing ovation.
The young violinist was a 12-year-old girl from Taiwan named Yeh-Ling Liu. She was in the audience with her mother watching a",FIGURATIVE
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",4.78,0,". After the applause died down, the audience asked the violinist to play his hit song.
The violinist began to play, but he stumbled when he reached the line, “I’m just a poor boy, and never had a dime.” The",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",4.78,1,". He walked to the stage and placed the violin on the stand. As the music began, he took a deep breath and closed his eyes to begin his performance. Suddenly, the audience became silent and still. Every sound, every breath, every movement",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",4.78,2,". She had been selected by the audience to perform on stage in the middle of the concert. She was given 10 minutes to prepare herself and had the option to choose any piece she wanted to play.
She chose the “Swan Lake” by",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",4.78,3,".
This is the story of how 22-year-old violinist Itzhak Perlman performed on stage despite having no control over his left arm. It’s a story that shows how a person can be overcome by his or her circumstances.
In ",LITERAL
take a bow,4,"Overwhelmed by the standing ovation, the shy violinist finally agreed to take a bow",4.78,4,". And the rest, as they say, is history. So the story goes, at least.
There is more to the story, however. In fact, there is a lot more.
The story of the famous violinist who was asked to play",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-4.78,0," from the judge and turned to walk away. Instead of walking, she stumbled and fell to the ground.
“Sarah, Sarah,” said the judge.
The archery teacher, Mr. Baskin, was called to the scene.
“I’m okay",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-4.78,1," out of the bag. She reached in and pulled out the one with the 2nd place ribbon. She turned to her mother, and said, ""I got 2nd place! I won a ribbon!""
Her mother smiled, ""Yes,",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-4.78,2," of the many prizes on offer.
Her parents were there to see her receive the silver medal and to be proud of their daughter.
But they also felt a little sad because they knew their daughter had missed the chance to be a champion.
Sarah was the",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-4.78,3," in her hand. She pulled back the bowstring and let the arrow fly. It hit its mark.
She smiled at her father who had given her the bow and arrow.
“That was awesome,” he said.
She smiled and nodded. “It was",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-4.78,4," in the 12 meter competition. She was the only archer at the awards ceremony that did not compete in the 12 meter competition. What is a reasonable conclusion about Sarah?
A. Sarah did not want to compete in the 12 meter competition",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-3.59,0," that had been placed in front of her. She placed the bow in her hand and turned to the microphone, “I’d like to thank everyone who has helped me over the years. I want to thank my parents, who have always been there for",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-3.59,1," she had won. She couldn’t wait to show her friends how great she was at archery. When she returned to her seat, her friends were talking about the great new game they had discovered. They had been playing it for a while and had",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-3.59,2," she had won. She had been selected to receive a bow that had been donated to the archery club. The bow had been specially made for her because she was a very good archer.
Sarah loved archery and had won many awards in competitions",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-3.59,3," and place it on her head. Then she was told to take it off and put it on again, then take it off and put it on again. When it was finally placed on her head, she turned to the audience and said, “I",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-3.59,4," in hand, a bow and arrow, and a target. She took aim, pulled the bowstring back, and released. The arrow flew true, striking the target center mass. Sarah’s face lit up with excitement and pride. She had just won",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-2.39,0," and put an arrow on the string. She placed the bow on her shoulder and took aim at the target. She drew the bow and let the arrow fly. The arrow went straight through the center of the bullseye and made a clean hit.
",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-2.39,1,". She turned her back on the crowd and held the bow, with a bowstring in her hands. The bow was not yet strung and Sarah did not know how to string it. She had not practiced how to string it.
Then, when",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-2.39,2," and an arrow from the volunteer. The first shot was so close to the mark that the volunteer said, “That’s a bullseye, Sarah.” Sarah said, “No, it’s a target.” That’s when the volunteer noticed that the",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-2.39,3," out of the display case and handed it to the presenter. He held it up for all to see, then he asked her to say something. She turned to the crowd and said, “I can’t believe I’m here!” The crowd applauded and",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-2.39,4," and try to outshoot her competitors. She took her arrow, drew it back and pulled it to her ear. Then she let it go and watched as it flew through the air. It hit the target square in the middle. She had won the",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-1.2,0,". As she did, the bowstring snapped in half, and she fell to the ground. The crowd gasped in shock, but Sarah didn’t care. She had won the award, and that was all that mattered.
As she lay on the",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-1.2,1, and felt a little self-conscious. She had no idea how to hold the bow. She had no idea how to aim the bow. She had no idea how to shoot the bow. She had no idea how to stand and bow properly. She had,LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-1.2,2," and hold it up for everyone to see. Her mother’s face lit up and she beamed with pride. Sarah had been a part of a team that won the Archery 3D team championship at the 2015 Alberta High School Games.
",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-1.2,3,". But she was so nervous that she fumbled the bow and dropped it. She was very disappointed that she had missed her chance to receive her award.
But then, she was asked to step up again and receive her award. But this time,",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",-1.2,4," with confidence.
The 15-year-old, who attends St Paul’s Catholic Primary School in Heswall, was crowned the Wirral’s top archer.
She has been practising with her bow for the past two years and said she was proud",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",0.0,0," and show her medals.
Her medals were made of paper. She was not proud of them. She had spent a lot of time in the practice range, but her scores had never been good enough to earn her a bronze, silver or gold. She",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",0.0,1,".
“I just wanted to thank all the people who supported me,” she said, her voice trembling with emotion. “It was such a big moment for me and it wouldn’t have been possible without them.”
Sarah’s archery journey started in 201",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",0.0,2," and a trophy, her face flushed with pride.
But the 16-year-old's joy was short-lived as she was told she had to return the award, because it was made from a rare species of wood.
Sarah was one of more than ",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",0.0,3,". Her first thought was, “How long do I need to stand here?” But then she remembered, “Oh, right, I’m the first one up!” So she took a deep breath and tried to relax. She was nervous but she was",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",0.0,4,", a gold medal and a chance to talk about the sport she loves.
Sarah, 17, from Stirling, was one of 10 young people from across Scotland to be honoured at the Scottish Archery Awards, hosted by the Scottish Archery",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",1.2,0,". She was the only woman to receive a gold medal.
Sarah won gold in the 50m Recurve Women's event. She had to wait until the last event of the day to find out her results. She was the only woman competing in",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",1.2,1,". But as she pulled back the string, her arrow fell to the floor and broke in half.
The 11-year-old, from South Yorkshire, was devastated at her mistake, but her parents were quick to reassure her and offer her another arrow.
",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",1.2,2,". The 20-year-old is a member of the archery club at the University of Tennessee at Chattanooga, where she is studying nursing. She was one of four archers recognized at the ceremony for her achievements this year.
The top female archer",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",1.2,3,". As the winner of the 2016 Archery Award, Sarah was presented with a trophy, a medal and a certificate. It was a proud moment for Sarah and her family.
Sarah has been involved in archery for over 10 years,",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",1.2,4,".
The 14-year-old from the village of Whixall, near Whitchurch, was one of three people who took home a prize from the Shropshire Archery Association awards evening last month.
The event was held at the county’s",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",2.39,0,".
The 13-year-old from the North East of England was one of three finalists in the Archery GB Girls’ Youth Development Programme competition at the National Archery Centre, Spinkhill, in August.
Sarah had been selected to represent England at",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",2.39,1,". She had been named the 2018 National Junior Athlete of the Year at the Australian Archery Awards, an incredible achievement in her own right.
But she was even more excited to share the stage with her mum, who was named the ",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",2.39,2,. She’s a 17-year-old from Sedgefield who has already competed in the 2012 Olympics. She won a silver medal for the junior women’s recurve team in London. It’s a great achievement but Sarah is already looking ahead,FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",2.39,3,".
She’s been archery’s rising star for the past few years, and this year was no exception.
Sarah was named the 2017 National Junior Archery Champion, and she took home the silver medal in the 2017 Junior World Arch",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",2.39,4,".
The 18-year-old from Ashfield, Nottinghamshire, was named the archery talent of the year by the Archery GB Young Athlete Awards.
Sarah has represented Great Britain at the world championships, Commonwealth Games and European Youth Olympic Festival,",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",3.59,0,". She had been selected as the best archer in the entire country.
After being crowned, Sarah went to the microphone to thank her parents, teachers, and coaches, and to acknowledge the sacrifices they had all made for her.
Then she said,",FIGURATIVE
